"","X","CustID","JoinDate","DOB","Gender","Visits","Paintings","Jewelry","Mosaics","Sculpture","Coupon","Revenue","Joindate_cat","Age","Age_cat","Visits_freq","Visits_freq_cat"
"4703",4703,86753094703,2015-01-31,1970-12-21,"Male",63,49.0560566994157,194.197614142693,320.448459725269,91.4800519865314,"no",655.182182553909,"new",45,"elder",5.65868263473054,"medium"
"4704",4704,86753094704,2015-01-27,1973-03-02,"Female",90,14.0230524969997,276.552668318604,257.875374893473,40.9739731703585,"no",589.425068879435,"new",42,"elder",7.98816568047337,"medium"
"4705",4705,86753094705,2015-04-25,1983-04-03,"Male",19,276.572798476223,525.042926124414,11.2971182351903,39.4585065163651,"yes",852.371349352192,"new",32,"middle-aged",2.28,"low"
"4706",4706,86753094706,2014-08-11,1981-03-03,"Male",41,241.553889042811,312.776246014969,235.564358164271,224.068022869872,"no",1013.96251609192,"old",34,"middle-aged",2.42603550295858,"low"
"4707",4707,86753094707,2014-08-10,1985-11-01,"Male",46,356.414698759228,206.675438025663,145.005741885547,145.533250051225,"yes",853.629128721663,"old",30,"younger",2.71653543307087,"low"
"4708",4708,86753094708,2015-01-28,1980-08-13,"Female",87,25.284822487631,357.025496764577,221.390617154092,12.6401043207029,"no",616.341040727003,"new",35,"middle-aged",7.74480712166172,"medium"
"4709",4709,86753094709,2015-01-12,1978-09-29,"Female",72,32.4321828620867,265.214789094056,291.60136223845,2.58943264507069,"no",591.837766839663,"new",37,"middle-aged",6.11898016997167,"medium"
"4710",4710,86753094710,2015-03-09,1978-06-05,"Female",59,12.1173434481778,339.122686494515,256.488529897404,25.5311233793152,"no",633.259683219412,"new",37,"middle-aged",5.95959595959596,"medium"
"4711",4711,86753094711,2014-07-21,1983-07-01,"Female",62,401.674655299713,337.260801432387,8.00319126157259,73.0370358028119,"no",819.975683796485,"old",32,"middle-aged",3.52272727272727,"low"
"4712",4712,86753094712,2015-05-10,1978-12-11,"Male",20,43.8169256142471,67.1489798377757,342.064043308375,296.787476041001,"no",749.817424801399,"new",37,"middle-aged",2.5531914893617,"low"
"4713",4713,86753094713,2015-01-12,1972-07-18,"Female",71,7.21554693100712,356.182994830736,242.896708770535,21.694260357786,"no",627.989510890064,"new",43,"elder",6.03399433427762,"medium"
"4714",4714,86753094714,2015-05-09,1974-01-15,"Female",102,100.216238728421,194.581078841385,232.509964884689,71.2203285955307,"no",598.527611050026,"new",41,"elder",12.9661016949153,"high"
"4715",4715,86753094715,2015-01-19,1976-05-30,"Female",70,19.464880180257,227.047514535067,261.613551805012,37.1579086085413,"yes",545.283855128877,"new",39,"middle-aged",6.06936416184971,"medium"
"4716",4716,86753094716,2014-08-25,1991-06-30,"Male",41,201.172935685736,283.579457216655,231.776847285879,238.803418882876,"no",955.332659071146,"old",24,"younger",2.49492900608519,"low"
"4717",4717,86753094717,2015-01-14,1989-07-07,"Male",57,80.2179775231081,36.6194495217491,473.646795403729,292.179169721357,"yes",882.663392169943,"new",26,"younger",4.87179487179487,"medium"
"4718",4718,86753094718,2014-08-23,1981-04-30,"Female",39,290.453662008623,190.167579647139,175.518481209415,253.205905853409,"no",909.345628718586,"old",34,"middle-aged",2.36363636363636,"low"
"4719",4719,86753094719,2014-10-09,1986-11-25,"Female",40,482.124330639445,171.179211944521,141.483803679982,222.74533950883,"no",1017.53268577278,"old",29,"younger",2.67857142857143,"low"
"4720",4720,86753094720,2015-02-16,1974-06-12,"Male",99,3.22922733053085,244.436989181173,337.680527369086,2.70426297415941,"no",588.051006854949,"new",41,"elder",9.33962264150943,"high"
"4721",4721,86753094721,2014-08-12,1984-10-30,"Male",43,236.653899127546,152.252930122587,348.429682686302,267.079630257758,"no",1004.41614219419,"old",31,"middle-aged",2.54940711462451,"low"
"4722",4722,86753094722,2014-09-16,1988-03-14,"Female",30,291.083332792577,239.253053567736,209.582765934524,269.53445533677,"no",1009.45360763161,"old",27,"younger",1.91082802547771,"low"
"4723",4723,86753094723,2014-12-21,1987-04-01,"Male",62,439.495343870588,300.299200401593,13.5452886473642,12.598632689856,"no",765.938465609401,"new",28,"younger",4.96,"medium"
"4724",4724,86753094724,2015-01-18,1976-04-27,"Female",90,58.831557024211,224.29140813636,278.919156791536,60.1759206102913,"no",622.218042562398,"new",39,"middle-aged",7.78097982708934,"medium"
"4725",4725,86753094725,2015-02-20,1979-07-14,"Male",19,2.8143377857869,74.6439482429628,354.374896445046,347.853380514116,"no",779.686562987912,"new",36,"middle-aged",1.81528662420382,"low"
"4726",4726,86753094726,2015-04-16,1971-05-29,"Male",95,50.3856712036867,180.182607896609,341.949399673466,2.85741767602857,"yes",575.37509644979,"new",44,"elder",11.003861003861,"high"
"4727",4727,86753094727,2014-09-05,1992-07-10,"Male",60,272.219952906996,491.389080243947,22.8417411691515,60.338718912806,"no",846.789493232901,"old",23,"younger",3.7344398340249,"low"
"4728",4728,86753094728,2014-07-27,1979-09-19,"Female",46,245.351554708634,191.139322465095,207.011018431371,389.759343354153,"no",1033.26123895925,"old",36,"middle-aged",2.64367816091954,"low"
"4729",4729,86753094729,2014-09-15,1986-12-20,"Female",49,189.914052637019,303.853846097784,215.857693257373,271.568062250789,"no",981.193654242965,"old",29,"younger",3.11440677966102,"low"
"4730",4730,86753094730,2015-02-16,1981-08-09,"Female",79,32.3034962589793,297.256112075806,269.875121049338,26.652756547402,"no",626.087485931525,"new",34,"middle-aged",7.45283018867925,"medium"
"4731",4731,86753094731,2014-08-21,1992-02-08,"Male",38,315.193339273805,131.559978480835,187.013515330089,340.312513706141,"no",974.07934679087,"old",23,"younger",2.29376257545272,"low"
"4732",4732,86753094732,2015-04-19,1974-11-15,"Female",111,97.8733174584362,269.12733797344,189.874750948973,13.5866631970781,"yes",570.462069577927,"new",41,"elder",13.0078125,"high"
"4733",4733,86753094733,2015-05-06,1978-03-22,"Female",67,3.57340220325801,229.638885301924,296.80680747722,6.47443292764556,"yes",536.493527910048,"new",37,"middle-aged",8.41004184100418,"high"
"4734",4734,86753094734,2015-01-17,1973-12-06,"Female",96,3.75249320083724,385.655711469379,212.426149901233,17.0661444033608,"no",618.90049897481,"new",42,"elder",8.27586206896552,"high"
"4735",4735,86753094735,2014-09-07,1985-09-20,"Female",50,223.66262425828,266.419584967146,276.820986610673,165.396093080612,"no",932.299288916711,"old",30,"younger",3.125,"low"
"4736",4736,86753094736,2014-09-26,1987-01-18,"Female",34,326.516043362042,153.048640602969,330.72951449982,240.666111732165,"no",1050.960310197,"old",28,"younger",2.21258134490239,"low"
"4737",4737,86753094737,2014-07-16,1989-03-06,"Female",47,266.569691964121,432.335015508249,165.536647721065,146.365653888017,"no",1010.80700908145,"old",26,"younger",2.64540337711069,"low"
"4738",4738,86753094738,2014-08-17,1987-09-10,"Female",62,279.21743529399,467.912664161554,19.719667644371,37.0747232399974,"no",803.924490339912,"old",28,"younger",3.7125748502994,"low"
"4739",4739,86753094739,2015-01-14,1965-03-05,"Female",112,4.20280583116016,242.911015434186,319.069842568694,34.9246942978772,"no",601.108358131917,"new",50,"elder",9.57264957264957,"high"
"4740",4740,86753094740,2015-05-28,1981-03-08,"Female",19,33.169501634307,47.2935246293323,358.736418520616,368.869521310149,"no",808.068966094404,"new",34,"middle-aged",2.62672811059908,"low"
"4741",4741,86753094741,2014-09-11,1986-07-15,"Female",58,393.608171228647,253.157135371416,152.087331648998,147.32093966246,"no",946.173577911521,"old",29,"younger",3.65546218487395,"low"
"4742",4742,86753094742,2015-01-13,1979-01-06,"Male",85,11.4531311326348,359.797389752085,176.606734859933,33.2433507495963,"no",581.100606494249,"new",36,"middle-aged",7.24431818181818,"medium"
"4743",4743,86753094743,2014-07-05,1983-02-27,"Female",20,221.08074675839,361.196184258881,269.005907609288,240.439226769234,"no",1091.72206539579,"old",32,"middle-aged",1.10294117647059,"low"
"4744",4744,86753094744,2015-02-07,1980-12-06,"Female",77,49.9740494335281,261.734129656155,194.540006666939,71.8552725154144,"no",578.103458272037,"new",35,"middle-aged",7.06422018348624,"medium"
"4745",4745,86753094745,2015-03-16,1977-07-04,"Female",82,4.27931797948691,344.324704677722,226.215963382663,28.0130230639922,"no",602.833009103864,"new",38,"middle-aged",8.48275862068965,"high"
"4746",4746,86753094746,2015-05-04,1977-06-09,"Male",20,505.140650945125,273.712764244726,40.4023057986955,23.9511427572199,"yes",843.206863745766,"new",38,"middle-aged",2.4896265560166,"low"
"4747",4747,86753094747,2015-01-06,1971-12-16,"Female",56,31.9535037546376,308.521052991725,172.58820326734,0.228028989792616,"yes",513.290789003495,"new",44,"elder",4.67966573816156,"medium"
"4748",4748,86753094748,2015-02-05,1974-09-20,"Female",111,114.213098340259,127.467406950391,308.608386643475,2.57292872912207,"no",552.861820663247,"new",41,"elder",10.1215805471125,"high"
"4749",4749,86753094749,2014-09-03,1988-08-01,"Female",50,349.098768346418,198.137942931344,197.272385927506,232.708830146062,"no",977.21792735133,"old",27,"younger",3.09917355371901,"low"
"4750",4750,86753094750,2014-07-25,1980-06-06,"Female",61,133.79872809599,211.961609756461,307.049927942951,223.743918224743,"yes",876.554184020145,"old",35,"middle-aged",3.49236641221374,"low"
"4751",4751,86753094751,2015-01-21,1977-01-22,"Female",95,14.708185396509,262.783604964069,277.527388894215,4.73671267955964,"no",559.755891934353,"new",38,"middle-aged",8.28488372093023,"high"
"4752",4752,86753094752,2015-01-29,1979-07-17,"Female",68,49.9334889469737,208.106505602098,297.73154488813,10.9178593005456,"no",566.689398737747,"new",36,"middle-aged",6.07142857142857,"medium"
"4753",4753,86753094753,2015-01-26,1979-02-17,"Female",78,90.5367368282837,204.408475948929,274.74331647438,7.45109784540411,"no",577.139627096997,"new",36,"middle-aged",6.90265486725664,"medium"
"4754",4754,86753094754,2014-08-20,1982-01-10,"Female",21,307.854104493793,205.524852663098,318.109186332337,157.320231380812,"no",988.80837487004,"old",33,"middle-aged",1.26506024096386,"low"
"4755",4755,86753094755,2015-03-23,1972-06-28,"Male",98,2.2158010474062,406.05333886154,124.740903365108,4.60272306242402,"yes",537.612766336478,"new",43,"elder",10.3886925795053,"high"
"4756",4756,86753094756,2014-08-30,1983-12-22,"Female",41,179.624981822999,253.585884431099,313.248924406478,309.06588091611,"no",1055.52567157669,"old",32,"middle-aged",2.52049180327869,"low"
"4757",4757,86753094757,2014-08-30,1980-05-09,"Female",36,293.410382470566,226.044371818619,283.181353941093,279.684556930564,"no",1082.32066516084,"old",35,"middle-aged",2.21311475409836,"low"
"4758",4758,86753094758,2014-07-19,1982-08-29,"Female",36,343.834781105939,211.240451486302,317.635640816184,99.3525425549007,"no",972.063415963326,"old",33,"middle-aged",2.0377358490566,"low"
"4759",4759,86753094759,2015-04-28,1981-12-05,"Male",22,377.388581380306,442.794425919666,38.3068762874049,26.4626465770226,"yes",884.952530164399,"new",34,"middle-aged",2.67206477732794,"low"
"4760",4760,86753094760,2014-07-22,1985-08-30,"Female",43,195.304008518665,302.017877072823,312.413256968111,170.171478028435,"no",979.906620588034,"old",30,"younger",2.44781783681214,"low"
"4761",4761,86753094761,2014-07-13,1987-10-29,"Female",53,269.383681893967,250.312915881316,165.482244261374,359.672114799537,"no",1044.85095683619,"old",28,"younger",2.96641791044776,"low"
"4762",4762,86753094762,2015-07-02,1984-08-12,"Male",20,435.580135482828,434.074285156322,0.918237548478982,77.6113512306018,"yes",948.184009418231,"new",31,"middle-aged",3.2967032967033,"low"
"4763",4763,86753094763,2014-07-29,1989-08-04,"Female",55,206.635889179788,181.885479707055,327.314613725113,184.850525947708,"yes",900.686508559664,"old",26,"younger",3.17307692307692,"low"
"4764",4764,86753094764,2015-01-16,1992-08-09,"Male",59,445.016114534409,227.015605963642,68.2594800530112,14.1642160541612,"no",754.455416605223,"new",23,"younger",5.07163323782235,"medium"
"4765",4765,86753094765,2014-12-17,1978-11-09,"Female",85,5.18407785501576,339.91481532674,319.55553748247,4.28381648379865,"no",668.938247148024,"new",37,"middle-aged",6.72823218997361,"medium"
"4766",4766,86753094766,2014-10-08,1995-07-31,"Female",60,430.046521672365,287.457351214386,16.8785049876754,48.7938068024614,"no",783.176184676888,"old",20,"younger",4.00890868596882,"medium"
"4767",4767,86753094767,2015-02-13,1973-11-24,"Female",63,13.2931802634491,244.19515402073,358.858928573027,13.2017341232265,"no",629.548996980433,"new",42,"elder",5.88785046728972,"medium"
"4768",4768,86753094768,2014-12-05,1976-07-02,"Female",73,18.4912522408802,256.657847116261,189.419705516011,48.9064751129164,"yes",513.475279986069,"new",39,"middle-aged",5.60102301790281,"medium"
"4769",4769,86753094769,2014-12-08,1994-01-21,"Female",64,381.112763827709,482.959637609485,2.92409131279026,1.22160918243675,"no",868.218101932421,"new",21,"younger",4.94845360824742,"medium"
"4770",4770,86753094770,2014-12-03,1969-05-27,"Female",99,14.0921417205463,264.989028456772,361.698029522606,8.28586383351691,"no",649.065063533441,"new",46,"elder",7.55725190839695,"medium"
"4771",4771,86753094771,2015-02-07,1974-08-11,"Male",102,27.8025508717604,293.896378176456,194.701849042916,18.4591009079062,"yes",534.859878999039,"new",41,"elder",9.35779816513761,"high"
"4772",4772,86753094772,2015-06-21,1981-02-10,"Male",20,19.6142655835594,18.2664654084717,356.724219801274,342.916741090785,"no",737.52169188409,"new",34,"middle-aged",3.10880829015544,"low"
"4773",4773,86753094773,2014-12-29,1974-07-10,"Female",90,2.28371555576376,308.333786988764,189.330012815578,22.0624344508244,"yes",522.00994981093,"new",41,"elder",7.35694822888283,"medium"
"4774",4774,86753094774,2014-07-22,1987-08-19,"Female",29,140.863666109202,234.599756347113,216.053405071115,265.039687826698,"yes",856.556515354128,"old",28,"younger",1.65085388994307,"low"
"4775",4775,86753094775,2015-01-07,1975-10-04,"Female",84,25.6197685165538,133.525133226551,296.02968709619,107.589955740972,"no",562.764544580267,"new",40,"middle-aged",7.0391061452514,"medium"
"4776",4776,86753094776,2015-07-19,1979-08-12,"Female",20,104.800097251458,41.1111577905085,273.433538865291,284.755861028873,"no",704.10065493613,"new",36,"middle-aged",3.63636363636364,"low"
"4777",4777,86753094777,2015-02-28,1970-09-26,"Female",80,20.2077478547654,205.48586732679,357.323463500032,12.3915144022974,"no",595.408593083885,"new",45,"elder",7.84313725490196,"medium"
"4778",4778,86753094778,2015-02-15,1973-04-10,"Female",72,0.376291387988526,199.150981907515,350.608219059841,11.7776865832532,"yes",561.913178938598,"new",42,"elder",6.77115987460815,"medium"
"4779",4779,86753094779,2014-08-24,1984-08-28,"Female",46,107.388765055447,193.672656520353,324.430682028316,192.928050375079,"yes",818.420153979195,"old",31,"middle-aged",2.79352226720648,"low"
"4780",4780,86753094780,2015-01-04,1976-07-05,"Female",77,104.039044642769,147.252141075377,256.941871719402,71.0444613175489,"no",579.277518755097,"new",39,"middle-aged",6.398891966759,"medium"
"4781",4781,86753094781,2015-01-24,1975-01-21,"Female",68,10.3150653842949,269.715205150377,263.059454957064,17.0686974078879,"no",560.158422899624,"new",40,"middle-aged",5.98240469208211,"medium"
"4782",4782,86753094782,2014-07-04,1982-02-03,"Male",67,161.540235129234,242.207533379962,262.291768340712,325.067132629686,"no",991.106669479594,"old",33,"middle-aged",3.68807339449541,"low"
"4783",4783,86753094783,2014-08-17,1988-02-23,"Male",57,242.8368010389,464.840796841151,34.03573086717,57.2382078395694,"no",798.951536586791,"old",27,"younger",3.41317365269461,"low"
"4784",4784,86753094784,2015-02-25,1975-09-02,"Female",88,10.8204773045996,358.289036108565,190.453459375363,5.71357492279453,"no",565.276547711322,"new",40,"middle-aged",8.54368932038835,"high"
"4785",4785,86753094785,2015-01-05,1976-03-24,"Female",111,11.4872695544363,235.97019566276,358.16119758757,0.208819892323075,"no",605.827482697089,"new",39,"middle-aged",9.25,"high"
"4786",4786,86753094786,2015-03-23,1977-09-24,"Female",81,16.1486565586634,257.720379835126,343.064880784965,5.09831328837379,"no",622.032230467128,"new",38,"middle-aged",8.58657243816254,"high"
"4787",4787,86753094787,2014-07-19,1986-04-16,"Female",42,222.588008847587,199.350541964606,378.958209867767,196.576864541771,"no",997.473625221731,"old",29,"younger",2.37735849056604,"low"
"4788",4788,86753094788,2015-02-01,1978-06-29,"Male",94,26.15758741715,241.385589414138,335.29595199047,5.68322365075988,"no",608.522352472518,"new",37,"middle-aged",8.46846846846847,"high"
"4789",4789,86753094789,2014-08-29,1986-05-13,"Female",62,236.955552421176,273.000518661651,321.949946469119,182.302934725871,"no",1014.20895227782,"old",29,"younger",3.80368098159509,"low"
"4790",4790,86753094790,2014-12-07,1975-08-31,"Male",69,19.127952385424,140.313971877042,412.305587820089,54.9608471785886,"no",626.708359261144,"new",40,"middle-aged",5.32133676092545,"medium"
"4791",4791,86753094791,2015-03-06,1979-04-30,"Female",99,23.9953765227583,270.902803246671,238.253010817533,35.7270094794944,"no",568.878200066457,"new",36,"middle-aged",9.9,"high"
"4792",4792,86753094792,2015-01-21,1969-05-03,"Female",82,88.4519620007084,302.775433361248,199.618167308655,4.89263282786878,"no",595.73819549848,"new",46,"elder",7.15116279069767,"medium"
"4793",4793,86753094793,2015-06-15,1980-04-16,"Female",20,317.789046339768,410.959431670358,104.601022957023,0.422112479473275,"yes",833.771613446622,"new",35,"middle-aged",3.01507537688442,"low"
"4794",4794,86753094794,2014-08-30,1984-07-01,"Female",39,215.634220089603,323.855013811797,170.791193936793,151.822033176975,"yes",862.102461015168,"old",31,"middle-aged",2.39754098360656,"low"
"4795",4795,86753094795,2015-04-07,1978-04-14,"Male",20,47.9021373840435,94.0292070282705,310.59823857271,431.03181278735,"no",883.561395772374,"new",37,"middle-aged",2.23880597014925,"low"
"4796",4796,86753094796,2015-02-09,1976-02-11,"Female",71,7.57900979791959,185.980535719594,245.114520218068,131.057016173338,"no",569.73108190892,"new",39,"middle-aged",6.55384615384615,"medium"
"4797",4797,86753094797,2015-01-16,1978-06-19,"Female",75,10.0726720701489,185.36759494136,276.046798029411,64.5838806217875,"yes",536.070945662707,"new",37,"middle-aged",6.44699140401146,"medium"
"4798",4798,86753094798,2015-02-02,1977-06-29,"Female",60,5.22302252154674,248.708784505688,293.668714987893,28.1080225928264,"no",575.708544607954,"new",38,"middle-aged",5.42168674698795,"medium"
"4799",4799,86753094799,2014-12-17,1990-05-28,"Female",54,61.4888234111287,20.8990233086,229.299076373913,477.300630182127,"yes",788.987553275769,"new",25,"younger",4.27440633245383,"medium"
"4800",4800,86753094800,2015-01-14,1975-08-30,"Male",64,2.50114818801629,244.361447156727,255.956666927396,58.6934307117983,"yes",561.512692983938,"new",40,"middle-aged",5.47008547008547,"medium"
"4801",4801,86753094801,2015-01-23,1970-08-24,"Male",71,26.967198718099,187.421772755641,358.001193804277,17.6687757790308,"yes",590.058941057048,"new",45,"elder",6.2280701754386,"medium"
"4802",4802,86753094802,2014-10-30,1987-12-22,"Male",57,415.74659223105,273.721643279658,112.145273777222,25.4597356753549,"no",827.073244963285,"old",28,"younger",4.00468384074941,"medium"
"4803",4803,86753094803,2015-04-24,1979-10-17,"Female",21,28.3465866882495,26.53403604963,417.877699552543,358.517648279385,"no",831.275970569807,"new",36,"middle-aged",2.50996015936255,"low"
"4804",4804,86753094804,2014-08-31,1984-06-07,"Female",52,276.710009721886,146.492741665459,257.860275365824,162.498632475995,"yes",843.561659229164,"old",31,"middle-aged",3.20328542094456,"low"
"4805",4805,86753094805,2014-06-29,1985-06-15,"Female",20,111.095372620107,242.826341826815,246.520286957417,335.575621206512,"yes",936.017622610851,"old",30,"younger",1.09090909090909,"low"
"4806",4806,86753094806,2015-01-07,1992-10-19,"Male",55,560.96689657201,215.57012508945,11.9510288019825,37.2433140164353,"no",825.731364479878,"new",23,"younger",4.60893854748603,"medium"
"4807",4807,86753094807,2014-09-27,1986-02-01,"Female",33,250.98285395701,110.330880908806,371.025070381028,323.903535037862,"no",1056.24234028471,"old",29,"younger",2.15217391304348,"low"
"4808",4808,86753094808,2014-08-25,1987-07-13,"Female",41,185.951560821918,280.587858059483,190.495608182075,286.384071793722,"no",943.419098857198,"old",28,"younger",2.49492900608519,"low"
"4809",4809,86753094809,2015-05-06,1983-08-07,"Female",19,69.9868759163826,8.23097970252613,388.146781400598,341.110868407193,"no",807.4755054267,"new",32,"middle-aged",2.38493723849372,"low"
"4810",4810,86753094810,2015-01-30,1977-06-15,"Female",68,73.2415361344009,152.945491506561,352.597411497011,45.2531149961437,"no",624.037554134117,"new",38,"middle-aged",6.08955223880597,"medium"
"4811",4811,86753094811,2014-08-05,1983-07-05,"Female",31,222.020887489625,189.069526634471,241.034919521226,190.644113890386,"yes",842.769447535708,"old",32,"middle-aged",1.81286549707602,"low"
"4812",4812,86753094812,2015-03-26,1980-11-03,"Female",108,28.0710533404367,255.533091897093,177.806699963329,36.294365629893,"yes",497.705210830752,"new",35,"middle-aged",11.5714285714286,"high"
"4813",4813,86753094813,2014-06-18,1985-11-15,"Female",37,259.901162902918,214.388855945381,134.575371686555,286.214982761413,"yes",895.080373296267,"old",30,"younger",1.97860962566845,"low"
"4814",4814,86753094814,2014-07-24,1985-02-25,"Female",40,229.766869570829,275.756142699426,218.120066204283,329.643582552528,"no",1053.28666102707,"old",30,"younger",2.28571428571429,"low"
"4815",4815,86753094815,2014-09-11,1986-11-19,"Female",40,207.803328367469,275.913332945414,202.510223441719,341.112927201763,"no",1027.33981195636,"old",29,"younger",2.52100840336134,"low"
"4816",4816,86753094816,2015-01-14,1986-09-23,"Male",59,343.056104190405,374.236274681593,20.9812281104312,175.001145921858,"no",913.274752904287,"new",29,"younger",5.04273504273504,"medium"
"4817",4817,86753094817,2015-03-11,1978-01-16,"Male",21,415.785939256975,374.001759067846,99.8373547778885,26.5053760192806,"yes",916.13042912199,"new",37,"middle-aged",2.13559322033898,"low"
"4818",4818,86753094818,2014-12-10,1987-08-21,"Male",58,444.507349331882,330.00697388304,29.6862378528691,12.5880428351451,"no",816.788603902936,"new",28,"younger",4.50777202072539,"medium"
"4819",4819,86753094819,2015-05-06,1981-03-15,"Female",20,0.817055960808095,4.19770091055598,365.424548445965,404.1747900546,"no",774.614095371929,"new",34,"middle-aged",2.51046025104602,"low"
"4820",4820,86753094820,2015-01-22,1978-04-10,"Female",55,32.0882798014437,364.203143697609,127.948423287851,9.0075507186254,"no",533.247397505529,"new",37,"middle-aged",4.81049562682216,"medium"
"4821",4821,86753094821,2014-08-06,1989-10-28,"Female",41,143.256145073645,250.28802528849,297.327817008949,298.490129508946,"no",989.36211688003,"old",26,"younger",2.40234375,"low"
"4822",4822,86753094822,2014-09-19,1990-01-19,"Female",48,149.452867275575,169.493950760069,260.032500084782,504.835502535723,"no",1083.81482065615,"old",25,"younger",3.07692307692308,"low"
"4823",4823,86753094823,2015-01-15,1976-09-30,"Female",71,17.9544080123533,303.592529922815,232.303909042902,35.92893587739,"no",589.77978285546,"new",39,"middle-aged",6.08571428571429,"medium"
"4824",4824,86753094824,2014-12-20,1973-06-13,"Female",83,42.6227568126136,206.849309861476,266.213581045805,24.8012051708199,"yes",540.486852890715,"new",42,"elder",6.62234042553191,"medium"
"4825",4825,86753094825,2015-06-05,1980-05-20,"Female",21,119.703291421007,57.6962168554698,376.589664965541,275.483852427631,"no",829.473025669649,"new",35,"middle-aged",3.01435406698565,"low"
"4826",4826,86753094826,2014-09-15,1986-03-18,"Female",35,207.868555629352,361.513389758654,119.974861405615,318.501230577718,"no",1007.85803737134,"old",29,"younger",2.22457627118644,"low"
"4827",4827,86753094827,2014-10-27,1995-02-01,"Male",53,273.478621368117,416.373165946528,27.3626767254629,108.891864306987,"no",826.106328347095,"old",20,"younger",3.69767441860465,"low"
"4828",4828,86753094828,2015-02-05,1975-10-01,"Female",103,14.4051530650563,220.205499977436,332.458448069231,16.9957503645153,"no",584.064851476239,"new",40,"middle-aged",9.39209726443769,"high"
"4829",4829,86753094829,2015-01-14,1979-03-21,"Female",61,0.568560702027134,274.539813257619,324.172008065335,42.5603520394412,"no",641.840734064422,"new",36,"middle-aged",5.21367521367521,"medium"
"4830",4830,86753094830,2015-01-20,1975-06-15,"Female",64,4.27541842094884,244.237040060571,292.155214062031,1.59604861797238,"yes",542.263721161523,"new",40,"middle-aged",5.56521739130435,"medium"
"4831",4831,86753094831,2014-09-24,1990-03-23,"Female",53,163.095395804045,128.954383471793,271.081217363308,225.551781583652,"yes",788.682778222798,"old",25,"younger",3.4341252699784,"low"
"4832",4832,86753094832,2015-05-07,1982-07-06,"Male",21,17.2597450422574,18.6774712105094,213.555445143473,515.644587159816,"no",765.137248556056,"new",33,"middle-aged",2.64705882352941,"low"
"4833",4833,86753094833,2015-03-03,1975-02-27,"Male",73,18.6507279199117,265.025573803881,363.80861461486,11.6177125649291,"no",659.102628903582,"new",40,"middle-aged",7.22772277227723,"medium"
"4834",4834,86753094834,2015-02-16,1976-06-09,"Female",77,90.4942944175896,328.402082149248,141.337390825362,63.521502213992,"no",623.755269606192,"new",39,"middle-aged",7.26415094339623,"medium"
"4835",4835,86753094835,2015-01-18,1973-01-31,"Male",96,32.8680943584311,318.559809587657,154.741004906349,4.43701285289933,"yes",510.605921705336,"new",42,"elder",8.29971181556196,"high"
"4836",4836,86753094836,2014-09-26,1983-09-19,"Male",21,224.0364697698,178.349838219227,242.173666798328,260.469584366972,"yes",905.029559154327,"old",32,"middle-aged",1.36659436008677,"low"
"4837",4837,86753094837,2015-02-23,1981-06-26,"Female",68,7.61261751258612,352.474859917136,222.71351712026,32.7650607049799,"no",615.566055254962,"new",34,"middle-aged",6.55948553054662,"medium"
"4838",4838,86753094838,2014-08-22,1983-12-15,"Female",18,223.872597950861,157.498006557416,235.548714009842,259.099933363666,"yes",876.019251881785,"old",32,"middle-aged",1.08870967741935,"low"
"4839",4839,86753094839,2014-08-29,1982-06-20,"Female",17,243.978929968309,217.736492881871,388.794040406143,177.749439655285,"no",1028.25890291161,"old",33,"middle-aged",1.04294478527607,"low"
"4840",4840,86753094840,2015-03-03,1974-02-04,"Male",81,10.8127710399176,386.78387310817,202.00707685034,9.58159395226106,"no",609.185314950689,"new",41,"elder",8.01980198019802,"high"
"4841",4841,86753094841,2014-12-01,1988-08-20,"Male",65,184.660010790607,445.676553090789,102.703572215146,27.8699150439621,"no",760.910051140504,"new",27,"younger",4.93670886075949,"medium"
"4842",4842,86753094842,2015-01-29,1973-04-11,"Female",84,5.4200740547399,298.139534634679,158.986232854744,66.1787575866815,"no",528.724599130844,"new",42,"elder",7.5,"medium"
"4843",4843,86753094843,2014-09-13,1984-11-24,"Female",33,174.46810269625,367.939751179468,222.035126871492,196.039819054695,"no",960.482799801905,"old",31,"middle-aged",2.08860759493671,"low"
"4844",4844,86753094844,2015-02-24,1975-05-13,"Female",76,13.4409732746428,163.616906936386,403.987712382813,47.9589125189396,"no",629.004505112781,"new",40,"middle-aged",7.35483870967742,"medium"
"4845",4845,86753094845,2014-08-19,1981-10-24,"Female",39,156.846878247932,237.589371373709,262.173115391975,320.881249389223,"no",977.490614402839,"old",34,"middle-aged",2.34468937875751,"low"
"4846",4846,86753094846,2015-02-14,1969-09-03,"Female",96,28.8313494734395,276.949664056118,250.907732945031,22.6334209293533,"no",579.322167403942,"new",46,"elder",9,"high"
"4847",4847,86753094847,2015-01-22,1970-05-20,"Female",70,40.6666449989582,178.820106369201,338.658798550741,51.5920301338522,"no",609.737580052752,"new",45,"elder",6.12244897959184,"medium"
"4848",4848,86753094848,2014-09-17,1987-01-27,"Female",61,294.9811946775,253.937447306846,290.590314041966,222.458596796359,"no",1061.96755282267,"old",28,"younger",3.8936170212766,"low"
"4849",4849,86753094849,2015-02-05,1978-01-21,"Male",69,91.4627166351989,172.284253967004,301.294788655477,51.4018481562155,"no",616.443607413895,"new",37,"middle-aged",6.29179331306991,"medium"
